url,city,price,price_per_sqm,description,district_name,street_address,area_m2,bedrooms,floor,upload_date,transaction_type,source
https://www.myhome.ge/pr/21944743/iyideba-3-otaxiani-bina-batumshi/,ბათუმი,134959.0,1824.0,იყიდება 3 ოთახიანი ბინა ბათუმში,ხიმშიაშვილის უბანი,შარტავა ჟ. ქ. 3,74.0,2.0,8.0,2025-08-31 10:19:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/19025234/iyideba-3-otaxiani-bina-batumshi/,ბათუმი,81975.0,1708.0,იყიდება 3 ოთახიანი ბინა ბათუმში,ხიმშიაშვილის უბანი,ტაძრის ქ. 17,48.0,1.0,14.0,2025-08-30 22:58:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22161003/iyideba-1-otaxiani-bina-batumshi/,ბათუმი,59982.0,1363.0,იყიდება 1 ოთახიანი ბინა ბათუმში,აეროპორტის უბანი,ლეხ და მარია კაჩინსკების ქუჩა,44.0,1.0,2.0,2025-08-30 17:27:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/20832698/iyideba-3-otaxiani-bina-batumshi/,ბათუმი,111966.0,1930.0,იყიდება 3 ოთახიანი ბინა ბათუმში,ძველი ბათუმის უბანი,გორგასალი ვ. ქ. 110,58.0,2.0,13.0,2025-08-30 14:09:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21841232/iyideba-1-otaxiani-bina-batumshi/,ბათუმი,64980.0,1946.0,იყიდება 1 ოთახიანი ბინა ბათუმში,ხიმშიაშვილის უბანი,ფიროსმანი ნ. ქ. 17,33.4,1.0,22.0,2025-08-29 19:53:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21685656/iyideba-2-otaxiani-bina-batumshi/,ბათუმი,154953.0,3443.0,იყიდება 2 ოთახიანი ბინა ბათუმში,რუსთაველის უბანი,რუსთაველის ქ. 42,45.0,1.0,35.0,2025-08-29 10:02:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22140368/iyideba-1-otaxiani-bina-batumshi/,ბათუმი,44986.0,1363.0,იყიდება 1 ოთახიანი ბინა ბათუმში,ხიმშიაშვილის უბანი,ხიმშიაშვილი შ. ქ. 7დ,33.0,1.0,40.0,2025-08-27 15:54:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21844876/iyideba-2-otaxiani-bina-batumshi/,ბათუმი,169948.0,1752.0,იყიდება 2 ოთახიანი ბინა ბათუმში,ხიმშიაშვილის უბანი,ფიროსმანი ნ. ქ. 1ა,97.0,2.0,17.0,2025-08-26 16:14:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21554578/iyideba-2-otaxiani-bina-batumshi/,ბათუმი,70898.0,1200.0,იყიდება 2 ოთახიანი ბინა ბათუმში,მახინჯაური,კვიპაროსის ქ,59.1,2.0,2.0,2025-08-14 14:15:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21554599/iyideba-1-otaxiani-bina-batumshi/,ბათუმი,34589.0,1000.0,იყიდება 1 ოთახიანი ბინა ბათუმში,მახინჯაური,მახინჯაური 11,34.6,1.0,3.0,2025-08-14 14:15:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21904185/iyideba-4-otaxiani-bina-batumshi/,ბათუმი,274917.0,2350.0,იყიდება 4 ოთახიანი ბინა ბათუმში,რუსთაველის უბანი,26 მაისის ქ. 51,117.0,3.0,8.0,2025-08-03 16:19:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22026729/iyideba-2-otaxiani-bina-batumshi/,ბათუმი,77976.0,1695.0,იყიდება 2 ოთახიანი ბინა ბათუმში,ხიმშიაშვილის უბანი,კობალაძე ი. ქ. 8ა,46.0,1.0,12.0,2025-09-01 12:58:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22112539/iyideba-2-otaxiani-bina-batumshi/,ბათუმი,45986.0,851.0,იყიდება 2 ოთახიანი ბინა ბათუმში,ბაგრატიონის უბანი,ბაგრატიონი პ. შეს. 169,54.0,2.0,11.0,2025-09-01 12:58:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/18817481/iyideba-3-otaxiani-bina-batumshi/,ბათუმი,103968.0,1793.0,იყიდება 3 ოთახიანი ბინა ბათუმში,რუსთაველის უბანი,მელიქიშვილი პ. ქ. 51,58.0,2.0,4.0,2025-09-01 11:56:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22214799/iyideba-2-otaxiani-bina-didubeshi/,თბილისი,57948.0,1159.0,იყიდება 2 ოთახიანი ბინა დიდუბეში,დიდუბე,tsereteli,50.0,1.0,8.0,2025-09-06 19:01:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21671400/iyideba-3-otaxiani-bina-tbilisshi/,თბილისი,117894.0,2047.0,იყიდება 3 ოთახიანი ბინა თბილისში,თბილისი,მინდელის ქ.,57.6,2.0,4.0,2025-09-06 19:00:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/20246193/iyideba-2-otaxiani-bina-tbilisshi/,თბილისი,80927.0,1485.0,იყიდება 2 ოთახიანი ბინა თბილისში,თბილისი,ცაცხვების ქუჩა 4,54.5,2.0,3.0,2025-09-06 19:00:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/19083121/iyideba-3-otaxiani-bina-chughuretshi/,თბილისი,87921.0,1465.0,იყიდება 3 ოთახიანი ბინა ჩუღურეთში,ჩუღურეთი,აღმაშენებლის გამზ. 59,60.0,2.0,2.0,2025-09-06 19:00:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21394630/iyideba-4-otaxiani-bina-saburtaloze/,თბილისი,169848.0,1452.0,იყიდება 4 ოთახიანი ბინა საბურთალოზე,საბურთალო,კვერნაძე ბ. ქ. 13,117.0,3.0,4.0,2025-09-06 18:53:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22214547/iyideba-3-otaxiani-bina-samgorshi/,თბილისი,69439.0,1333.0,იყიდება 3 ოთახიანი ბინა სამგორში,სამგორი,ორბელები ი. და ლ. ქ.,52.1,2.0,10.0,2025-09-06 18:26:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22088433/iyideba-3-otaxiani-bina-did-dighomshi/,თბილისი,76931.0,1261.0,იყიდება 3 ოთახიანი ბინა დიდ დიღომში,დიდი დიღომი,ასმათის ქ. 31,61.0,2.0,1.0,2025-09-06 18:00:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22206690/iyideba-2-otaxiani-bina-tbilisshi/,თბილისი,74933.0,1249.0,იყიდება 2 ოთახიანი ბინა თბილისში,თბილისი,გიორგი ბრწყინვალეს ქ.,60.0,2.0,10.0,2025-09-06 17:36:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21362665/iyideba-3-otaxiani-bina-lisze/,თბილისი,254771.0,2548.0,იყიდება 3 ოთახიანი ბინა ლისზე,ლისი,ცაცხვების ქუჩა 12,100.0,2.0,2.0,2025-09-06 15:52:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22212940/iyideba-2-otaxiani-bina-vakeshi/,თბილისი,158857.0,2888.0,იყიდება 2 ოთახიანი ბინა ვაკეში,ვაკე,ყიფშიძე ნ. ქ. 22,55.0,2.0,14.0,2025-09-06 15:50:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21556839/iyideba-3-otaxiani-bina-saburtaloze/,თბილისი,174843.0,1696.0,იყიდება 3 ოთახიანი ბინა საბურთალოზე,საბურთალო,გაზაფხულის ქ. 8,103.1,3.0,12.0,2025-09-06 15:00:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21556874/iyideba-4-otaxiani-bina-saburtaloze/,თბილისი,229794.0,1692.0,იყიდება 4 ოთახიანი ბინა საბურთალოზე,საბურთალო,გაზაფხულის ქ. 8,135.8,3.0,12.0,2025-09-06 15:00:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/20233761/iyideba-2-otaxiani-bina-tbilisshi/,თბილისი,46958.0,903.0,იყიდება 2 ოთახიანი ბინა თბილისში,თბილისი,დემეტრე თავდადებულის ქუჩა 56,52.0,2.0,3.0,2025-09-06 14:38:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21818453/iyideba-2-otaxiani-bina-did-dighomshi/,თბილისი,63943.0,1319.0,იყიდება 2 ოთახიანი ბინა დიდ დიღომში,დიდი დიღომი,მირიან მეფის ქ.,48.5,1.0,4.0,2025-09-06 14:26:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22211829/iyideba-6-otaxiani-bina-did-dighomshi/,თბილისი,152863.0,968.0,იყიდება 6 ოთახიანი ბინა დიდ დიღომში,დიდი დიღომი,მირიან მეფის ქ. 18,158.0,4.0,7.0,2025-09-06 14:18:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21537344/iyideba-3-otaxiani-bina-tbilisshi/,თბილისი,89919.0,1606.0,იყიდება 3 ოთახიანი ბინა თბილისში,თბილისი,გაგარინი ი. ქ.,56.0,2.0,2.0,2025-09-06 14:10:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/20276945/iyideba-4-otaxiani-bina-did-dighomshi/,თბილისი,324708.0,1578.0,იყიდება 4 ოთახიანი ბინა დიდ დიღომში,დიდი დიღომი,13 ასურელი მამის ქ. 103,205.8,4.0,7.0,2025-09-06 14:06:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22012466/iyideba-4-otaxiani-bina-saburtaloze/,თბილისი,174843.0,1589.0,იყიდება 4 ოთახიანი ბინა საბურთალოზე,საბურთალო,შარტავას ქ. 43,110.0,3.0,20.0,2025-09-06 14:00:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22184265/iyideba-4-otaxiani-bina-nutsubidzis-ferdobze/,თბილისი,124888.0,1357.0,იყიდება 4 ოთახიანი ბინა ნუცუბიძის ფერდობზე,ნუცუბიძის ფერდობი,ნუცუბიძის პლ. I-მ/რ 0,92.0,2.0,4.0,2025-09-06 13:59:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22026522/iyideba-3-otaxiani-bina-saburtaloze/,თბილისი,129883.0,1861.0,იყიდება 3 ოთახიანი ბინა საბურთალოზე,საბურთალო,ნუცუბიძის ქ. 125,69.8,2.0,3.0,2025-09-06 13:56:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22118791/iyideba-1-otaxiani-bina-saburtaloze/,თბილისი,91917.0,2043.0,იყიდება 1 ოთახიანი ბინა საბურთალოზე,საბურთალო,იოსებიძე თ. ქ.,45.0,1.0,8.0,2025-09-06 13:11:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/20754133/iyideba-5-otaxiani-bina-did-dighomshi/,თბილისი,244780.0,1511.0,იყიდება 5 ოთახიანი ბინა დიდ დიღომში,დიდი დიღომი,13 ასურელი მამის ქ. 103,162.0,4.0,7.0,2025-09-06 13:04:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22210910/iyideba-2-otaxiani-bina-saburtaloze/,თბილისი,149865.0,2356.0,იყიდება 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,უნივერსიტეტის ქ. 24,63.6,2.0,2.0,2025-09-06 13:03:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22210807/iyideba-3-otaxiani-bina-vakeshi/,თბილისი,48230.0,742.0,იყიდება 3 ოთახიანი ბინა ვაკეში,ვაკე,ჭავჭავაძე ი. გამზირი 83,65.0,2.0,4.0,2025-09-06 12:55:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21746839/iyideba-3-otaxiani-bina-nutsubidzis-ferdobze/,თბილისი,162304.0,1499.0,იყიდება 3 ოთახიანი ბინა ნუცუბიძის ფერდობზე,ნუცუბიძის ფერდობი,ხომლის ქ.,108.3,3.0,4.0,2025-09-06 12:33:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22209834/iyideba-1-otaxiani-bina-gldanshi/,თბილისი,22979.0,1277.0,იყიდება 1 ოთახიანი ბინა გლდანში,გლდანი,გმირი კურსანტების ქ. 1,18.0,1.0,3.0,2025-09-06 12:24:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22184432/iyideba-2-otaxiani-bina-tbilisshi/,თბილისი,54951.0,1079.0,იყიდება 2 ოთახიანი ბინა თბილისში,თბილისი,დემეტრე თავდადებულის ქ.,50.91,2.0,9.0,2025-09-06 12:23:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22092763/iyideba-5-otaxiani-bina-nadzaladevshi/,თბილისი,149865.0,999.0,იყიდება 5 ოთახიანი ბინა ნაძალადევში,ნაძალადევი,დადიანი ც. ქ.,150.0,3.0,4.0,2025-09-06 12:20:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/18464628/iyideba-5-otaxiani-bina-tbilisshi/,თბილისი,173095.0,1049.0,იყიდება 5 ოთახიანი ბინა თბილისში,თბილისი,შარტავას ქ. 3,165.0,4.0,11.0,2025-09-06 12:00:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21888373/iyideba-2-otaxiani-bina-tbilisshi/,თბილისი,117894.0,2047.0,იყიდება 2 ოთახიანი ბინა თბილისში,თბილისი,მინდელის ქ.,57.6,2.0,4.0,2025-09-06 12:00:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21653451/iyideba-3-otaxiani-bina-dighmis-masivshi/,თბილისი,102408.0,1249.0,იყიდება 3 ოთახიანი ბინა დიღმის მასივში,დიღმის მასივი,ბელიაშვილი ა. ქ.,82.0,2.0,8.0,2025-09-06 11:49:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22148342/iyideba-3-otaxiani-bina-tbilisshi/,თბილისი,114897.0,809.0,იყიდება 3 ოთახიანი ბინა თბილისში,თბილისი,იაშვილი პ. ქ.,142.0,3.0,3.0,2025-09-06 11:41:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22157372/iyideba-3-otaxiani-bina-sololakshi/,თბილისი,114897.0,709.0,იყიდება 3 ოთახიანი ბინა სოლოლაკში,სოლოლაკი,ლეონიძის ქ.,162.0,4.0,3.0,2025-09-06 11:34:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22210099/iyideba-4-otaxiani-bina-chughuretshi/,თბილისი,239785.0,1750.0,იყიდება 4 ოთახიანი ბინა ჩუღურეთში,ჩუღურეთი,აღმაშენებლის გამზ. 55,137.0,3.0,2.0,2025-09-06 11:32:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21876732/iyideba-4-otaxiani-bina-saburtaloze/,თბილისი,149865.0,1629.0,იყიდება 4 ოთახიანი ბინა საბურთალოზე,საბურთალო,ტაშკენტის ქ. 31,92.0,2.0,3.0,2025-09-06 11:17:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22078141/iyideba-3-otaxiani-bina-veraze/,თბილისი,314717.0,2997.0,იყიდება 3 ოთახიანი ბინა ვერაზე,ვერა,ჯანაშიას ქ. 19,105.0,3.0,6.0,2025-09-06 11:06:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21282175/iyideba-2-otaxiani-bina-tbilisshi/,თბილისი,73150.0,1279.0,იყიდება 2 ოთახიანი ბინა თბილისში,თბილისი,ნოზაძე მ. ქუჩა 12,57.2,2.0,3.0,2025-09-06 11:00:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22161217/iyideba-3-otaxiani-bina-tbilisshi/,თბილისი,95415.0,1137.0,იყიდება 3 ოთახიანი ბინა თბილისში,თბილისი,ნადიკვარის დასახლების ქ.,83.9,2.0,2.0,2025-09-06 11:00:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22034103/iyideba-3-otaxiani-bina-saburtaloze/,თბილისი,124888.0,1921.0,იყიდება 3 ოთახიანი ბინა საბურთალოზე,საბურთალო,ქავთარაძე პ. ქ.,65.0,2.0,2.0,2025-09-06 10:47:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21804012/iyideba-3-otaxiani-bina-saburtaloze/,თბილისი,139874.0,2186.0,იყიდება 3 ოთახიანი ბინა საბურთალოზე,საბურთალო,ნუცუბიძის ქ. 125,64.0,2.0,13.0,2025-09-06 10:47:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22154303/iyideba-3-otaxiani-bina-tbilisshi/,თბილისი,84924.0,1439.0,იყიდება 3 ოთახიანი ბინა თბილისში,თბილისი,პეტრე იბერის ქ. 16,59.0,2.0,3.0,2025-09-06 10:27:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22129272/iyideba-2-otaxiani-bina-tbilisshi/,თბილისი,76931.0,1425.0,იყიდება 2 ოთახიანი ბინა თბილისში,თბილისი,მაჭავარიანი მ. ქ. 32,54.0,2.0,5.0,2025-09-06 09:53:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22209826/iyideba-2-otaxiani-bina-tbilisshi/,თბილისი,71935.0,1713.0,იყიდება 2 ოთახიანი ბინა თბილისში,თბილისი,მაჭავარიანი მ. ქ.,42.0,1.0,2.0,2025-09-06 09:21:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22209843/iyideba-2-otaxiani-bina-vakeshi/,თბილისი,459587.0,4255.0,იყიდება 2 ოთახიანი ბინა ვაკეში,ვაკე,ჭავჭავაძე ი. გამზირი 49,108.0,3.0,4.0,2025-09-06 09:17:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21745269/iyideba-4-otaxiani-bina-saburtaloze/,თბილისი,224798.0,2294.0,იყიდება 4 ოთახიანი ბინა საბურთალოზე,საბურთალო,დელისის ქ. 22,98.0,2.0,1.0,2025-09-06 09:08:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21486632/iyideba-1-otaxiani-bina-avlabarshi/,თბილისი,76931.0,2849.0,იყიდება 1 ოთახიანი ბინა ავლაბარში,ავლაბარი,ირბახის ქ. 10,27.0,1.0,1.0,2025-09-06 09:00:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22211147/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,54951.0,733.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებლის გამზ. 81,75.0,2.0,11.0,2025-09-06 13:24:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21643097/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,57948.0,852.0,იყიდება 2 ოთახიანი ბინა ქუთაისში,ნიკეა,ნიკეას ქ. 52,68.0,2.0,6.0,2025-09-05 13:07:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21933071/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,50954.0,932.0,იყიდება 2 ოთახიანი ბინა ქუთაისში,ქუთაისი,მელიქიშვილი პ. ქ.,54.65,2.0,6.0,2025-09-04 10:52:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21761755/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,87921.0,1127.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,ასათიანი,ერისთავის ქ.,78.0,2.0,10.0,2025-09-06 14:50:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22212041/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,111900.0,1097.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,ზასტავა,ბუხაიძის ქ. 4,102.0,3.0,3.0,2025-09-06 14:38:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21874231/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,64942.0,1082.0,იყიდება 2 ოთახიანი ბინა ქუთაისში,საღორია,ახალგაზრდობის გამზ. 90,60.0,2.0,4.0,2025-09-06 13:32:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22210512/iyideba-4-otaxiani-bina-qutaisshi/,ქუთაისი,84924.0,702.0,იყიდება 4 ოთახიანი ბინა ქუთაისში,ზასტავა,ბუხაიძის ქ.,121.0,3.0,12.0,2025-09-06 12:26:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21476382/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,83925.0,1199.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,ბალახვანი,წერეთლის ქუჩა 179,70.0,2.0,3.0,2025-09-06 08:11:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22209249/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,88421.0,1499.0,იყიდება 2 ოთახიანი ბინა ქუთაისში,მეფეთუბანი,რუსთაველი შ. გამზირი 23,59.0,2.0,4.0,2025-09-05 22:04:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22209238/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,34169.0,899.0,იყიდება 2 ოთახიანი ბინა ქუთაისში,ზასტავა,ჯავახიშვილი ი. ქუჩა 29,38.0,1.0,1.0,2025-09-05 22:00:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22146709/iyideba-5-otaxiani-bina-qutaisshi/,ქუთაისი,47957.0,533.0,იყიდება 5 ოთახიანი ბინა ქუთაისში,ავტოქარხანა,ჭავჭავაძე ზ. ქ.,90.0,2.0,9.0,2025-09-05 21:09:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21158520/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,55301.0,1349.0,იყიდება 2 ოთახიანი ბინა ქუთაისში,ზასტავა,რუსთაველის შეს. 111,41.0,1.0,4.0,2025-09-05 20:12:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22208914/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,54451.0,939.0,იყიდება 2 ოთახიანი ბინა ქუთაისში,ზასტავა,ბუხაიძის ქ.,58.0,2.0,11.0,2025-09-05 19:53:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22205350/iyideba-1-otaxiani-bina-qutaisshi/,ქუთაისი,34969.0,1093.0,იყიდება 1 ოთახიანი ბინა ქუთაისში,ჭავჭავაძე,ჭავჭავაძის გამზ. 27,32.0,1.0,3.0,2025-09-05 15:51:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22203094/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,53052.0,899.0,იყიდება 2 ოთახიანი ბინა ქუთაისში,ზასტავა,ბუხაიძის ქ. 4ზ,59.0,2.0,10.0,2025-09-05 13:41:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22201584/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,169848.0,1633.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,გორა,პეტრიწის ქ. 19,104.0,3.0,2.0,2025-09-05 12:19:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21784814/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,54951.0,763.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,პასილოკი,თაბუკაშვილის ქ.,72.0,2.0,16.0,2025-09-05 11:49:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/15895332/iyideba-4-otaxiani-bina-qutaisshi/,ქუთაისი,129883.0,1299.0,იყიდება 4 ოთახიანი ბინა ქუთაისში,ზასტავა,ბუხაიძის ქ.,100.0,2.0,5.0,2025-09-05 01:03:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22199951/iyideba-4-otaxiani-bina-qutaisshi/,ქუთაისი,149865.0,1499.0,იყიდება 4 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებლის გამზ. 001,100.0,2.0,7.0,2025-09-04 23:34:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22197076/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,105355.0,949.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,ზასტავა,ბუხაიძის ქ. 4,111.0,3.0,2.0,2025-09-04 16:24:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22196824/iyideba-4-otaxiani-bina-qutaisshi/,ქუთაისი,65191.0,749.0,იყიდება 4 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებლის გამზ. 95,87.0,2.0,11.0,2025-09-04 16:09:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22196813/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,59946.0,890.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,პასილოკი,თაბუკაშვილის ქ. 32,67.36,2.0,9.0,2025-09-04 16:08:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22194949/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,74633.0,899.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,ზასტავა,ჯავახიშვილი ი. ქუჩა 29,83.0,2.0,7.0,2025-09-04 13:36:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22194898/iyideba-4-otaxiani-bina-qutaisshi/,ქუთაისი,94415.0,899.0,იყიდება 4 ოთახიანი ბინა ქუთაისში,ზასტავა,ჯავახიშვილი ი. ქუჩა 29,105.0,3.0,8.0,2025-09-04 13:32:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22194749/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,69937.0,1166.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,ჭავჭავაძე,გამსახურდია ზ. გამზ. 2,60.0,2.0,4.0,2025-09-04 13:18:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22194014/iyideba-1-otaxiani-bina-qutaisshi/,ქუთაისი,31971.0,913.0,იყიდება 1 ოთახიანი ბინა ქუთაისში,ავტოქარხანა,ხარებავას ქ. 5,35.0,1.0,9.0,2025-09-04 09:52:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21939214/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,55950.0,932.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,ქუთაისი,ბალანჩივაძის ქ. 2,60.0,2.0,6.0,2025-09-04 02:27:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21170134/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,91118.0,949.0,იყიდება 2 ოთახიანი ბინა ქუთაისში,ჭავჭავაძე,ჭავჭავაძის გამზ. 777,96.0,2.0,8.0,2025-09-03 22:40:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22193345/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,699.0,12.0,იყიდება 2 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებლის გამზ. 54,61.0,2.0,7.0,2025-09-03 21:45:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/22192146/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,31535.0,457.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,ზასტავა,ბუხაიძის ქ.,69.04,2.0,1.0,2025-09-03 18:23:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21175977/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,58248.0,1099.0,იყიდება 2 ოთახიანი ბინა ქუთაისში,ზასტავა,ბუხაიძის ქ.,53.0,2.0,2.0,2025-09-03 18:16:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21870979/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,43361.0,699.0,იყიდება 2 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებლის გამზ.,62.0,2.0,7.0,2025-09-03 17:11:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21832187/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,62943.0,1049.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,პლაშადკა,ბალანჩივაძის ქ.,60.0,2.0,6.0,2025-09-03 17:11:00,იყიდება,myhome.ge
https://www.myhome.ge/pr/21980108/iyideba-2-otaxiani-bina-batumshi/,ბათუმი,80927.0,1513.0,იყიდება 2 ოთახიანი ბინა ბათუმში,ჯავახიშვილის უბანი,ჯავახიშვილის ქ. 61ბ,53.5,2.0,11.0,2025-09-06 18:47:00,იყიდება,myhome.ge
